code,title,node_type,semantic_level,parent_code,chapter_code,chapter_title,block_code,block_title,three_character_code,three_character_title,has_children,is_leaf,is_three_character_code,is_detailed_code,is_coding_selectable,sex_selectable,age_group_selectable,policy_status,restriction_note
S51.7,Multiple open wounds of forearm,category,detailed_code,S51,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S51,Open wound of forearm,false,true,false,true,,,,unreviewed,
S51.8,Open wound of other parts of forearm,category,detailed_code,S51,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S51,Open wound of forearm,false,true,false,true,,,,unreviewed,
S51.9,"Open wound of forearm, part unspecified",category,detailed_code,S51,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S51,Open wound of forearm,false,true,false,true,,,,unreviewed,
S52,Fracture of forearm,category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,true,false,true,false,,,,unreviewed,
S52.0,Fracture of upper end of ulna,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.1,Fracture of upper end of radius,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.2,Fracture of shaft of ulna,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.3,Fracture of shaft of radius,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.4,Fracture of shafts of both ulna and radius,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.5,Fracture of lower end of radius,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.6,Fracture of lower end of both ulna and radius,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.7,Multiple fractures of forearm,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.8,Fracture of other parts of forearm,category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S52.9,"Fracture of forearm, part unspecified",category,detailed_code,S52,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S52,Fracture of forearm,false,true,false,true,,,,unreviewed,
S53,"Dislocation, sprain and strain of joints and ligaments of elbow",category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",true,false,true,false,,,,unreviewed,
S53.0,Dislocation of radial head,category,detailed_code,S53,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",false,true,false,true,,,,unreviewed,
S53.1,"Dislocation of elbow, unspecified",category,detailed_code,S53,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",false,true,false,true,,,,unreviewed,
S53.2,Traumatic rupture of radial collateral ligament,category,detailed_code,S53,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",false,true,false,true,,,,unreviewed,
S53.3,Traumatic rupture of ulnar collateral ligament,category,detailed_code,S53,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",false,true,false,true,,,,unreviewed,
S53.4,Sprain and strain of elbow,category,detailed_code,S53,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",false,true,false,true,,,,unreviewed,
S54,Injury of nerves at forearm level,category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,true,false,true,false,,,,unreviewed,
S54.0,Injury of ulnar nerve at forearm level,category,detailed_code,S54,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,false,true,false,true,,,,unreviewed,
S54.1,Injury of median nerve at forearm level,category,detailed_code,S54,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,false,true,false,true,,,,unreviewed,
S54.2,Injury of radial nerve at forearm level,category,detailed_code,S54,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,false,true,false,true,,,,unreviewed,
S54.3,Injury of cutaneous sensory nerve at forearm level,category,detailed_code,S54,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,false,true,false,true,,,,unreviewed,
S54.7,Injury of multiple nerves at forearm level,category,detailed_code,S54,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,false,true,false,true,,,,unreviewed,
S54.8,Injury of other nerves at forearm level,category,detailed_code,S54,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,false,true,false,true,,,,unreviewed,
S54.9,Injury of unspecified nerve at forearm level,category,detailed_code,S54,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S54,Injury of nerves at forearm level,false,true,false,true,,,,unreviewed,
S55,Injury of blood vessels at forearm level,category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S55,Injury of blood vessels at forearm level,true,false,true,false,,,,unreviewed,
S55.0,Injury of ulnar artery at forearm level,category,detailed_code,S55,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S55,Injury of blood vessels at forearm level,false,true,false,true,,,,unreviewed,
S55.1,Injury of radial artery at forearm level,category,detailed_code,S55,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S55,Injury of blood vessels at forearm level,false,true,false,true,,,,unreviewed,
S55.2,Injury of vein at forearm level,category,detailed_code,S55,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S55,Injury of blood vessels at forearm level,false,true,false,true,,,,unreviewed,
S55.7,Injury of multiple blood vessels at forearm level,category,detailed_code,S55,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S55,Injury of blood vessels at forearm level,false,true,false,true,,,,unreviewed,
S55.8,Injury of other blood vessels at forearm level,category,detailed_code,S55,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S55,Injury of blood vessels at forearm level,false,true,false,true,,,,unreviewed,
S55.9,Injury of unspecified blood vessel at forearm level,category,detailed_code,S55,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S55,Injury of blood vessels at forearm level,false,true,false,true,,,,unreviewed,
S56,Injury of muscle and tendon at forearm level,category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,true,false,true,false,,,,unreviewed,
S56.0,Injury of flexor muscle and tendon of thumb at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S56.1,Injury of long flexor muscle and tendon of other finger(s) at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S56.2,Injury of other flexor muscle and tendon at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S56.3,Injury of extensor or abductor muscles and tendons of thumb at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S56.4,Injury of extensor muscle and tendon of other finger(s) at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S56.5,Injury of other extensor muscle and tendon at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S56.7,Injury of multiple muscles and tendons at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S56.8,Injury of other and unspecified muscles and tendons at forearm level,category,detailed_code,S56,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S56,Injury of muscle and tendon at forearm level,false,true,false,true,,,,unreviewed,
S57,Crushing injury of forearm,category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S57,Crushing injury of forearm,true,false,true,false,,,,unreviewed,
S57.0,Crushing injury of elbow,category,detailed_code,S57,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S57,Crushing injury of forearm,false,true,false,true,,,,unreviewed,
S57.8,Crushing injury of other parts of forearm,category,detailed_code,S57,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S57,Crushing injury of forearm,false,true,false,true,,,,unreviewed,
S57.9,"Crushing injury of forearm, part unspecified",category,detailed_code,S57,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S57,Crushing injury of forearm,false,true,false,true,,,,unreviewed,
S58,Traumatic amputation of forearm,category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S58,Traumatic amputation of forearm,true,false,true,false,,,,unreviewed,
S58.0,Traumatic amputation at elbow level,category,detailed_code,S58,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S58,Traumatic amputation of forearm,false,true,false,true,,,,unreviewed,
S58.1,Traumatic amputation at level between elbow and wrist,category,detailed_code,S58,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S58,Traumatic amputation of forearm,false,true,false,true,,,,unreviewed,
S58.9,"Traumatic amputation of forearm, level unspecified",category,detailed_code,S58,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S58,Traumatic amputation of forearm,false,true,false,true,,,,unreviewed,
S59,Other and unspecified injuries of forearm,category,three_character,S50-S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S59,Other and unspecified injuries of forearm,true,false,true,false,,,,unreviewed,
S59.7,Multiple injuries of forearm,category,detailed_code,S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S59,Other and unspecified injuries of forearm,false,true,false,true,,,,unreviewed,
S59.8,Other specified injuries of forearm,category,detailed_code,S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S59,Other and unspecified injuries of forearm,false,true,false,true,,,,unreviewed,
S59.9,Unspecified injury of forearm,category,detailed_code,S59,XIX,"Injury, poisoning and certain other consequences of external causes",S50-S59,Injuries to the elbow and forearm,S59,Other and unspecified injuries of forearm,false,true,false,true,,,,unreviewed,
S60-S69,Injuries to the wrist and hand,block,block,XIX,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,,,true,false,false,false,,,,unreviewed,
S60,Superficial injury of wrist and hand,category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S60,Superficial injury of wrist and hand,true,false,true,false,,,,unreviewed,
S60.0,Contusion of finger(s) without damage to nail,category,detailed_code,S60,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S60,Superficial injury of wrist and hand,false,true,false,true,,,,unreviewed,
S60.1,Contusion of finger(s) with damage to nail,category,detailed_code,S60,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S60,Superficial injury of wrist and hand,false,true,false,true,,,,unreviewed,
S60.2,Contusion of other parts of wrist and hand,category,detailed_code,S60,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S60,Superficial injury of wrist and hand,false,true,false,true,,,,unreviewed,
S60.7,Multiple superficial injuries of wrist and hand,category,detailed_code,S60,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S60,Superficial injury of wrist and hand,false,true,false,true,,,,unreviewed,
S60.8,Other superficial injuries of wrist and hand,category,detailed_code,S60,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S60,Superficial injury of wrist and hand,false,true,false,true,,,,unreviewed,
S60.9,"Superficial injury of wrist and hand, unspecified",category,detailed_code,S60,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S60,Superficial injury of wrist and hand,false,true,false,true,,,,unreviewed,
S61,Open wound of wrist and hand,category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S61,Open wound of wrist and hand,true,false,true,false,,,,unreviewed,
S61.0,Open wound of finger(s) without damage to nail,category,detailed_code,S61,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S61,Open wound of wrist and hand,false,true,false,true,,,,unreviewed,
S61.1,Open wound of finger(s) with damage to nail,category,detailed_code,S61,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S61,Open wound of wrist and hand,false,true,false,true,,,,unreviewed,
S61.7,Multiple open wounds of wrist and hand,category,detailed_code,S61,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S61,Open wound of wrist and hand,false,true,false,true,,,,unreviewed,
S61.8,Open wound of other parts of wrist and hand,category,detailed_code,S61,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S61,Open wound of wrist and hand,false,true,false,true,,,,unreviewed,
S61.9,"Open wound of wrist and hand, part unspecified",category,detailed_code,S61,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S61,Open wound of wrist and hand,false,true,false,true,,,,unreviewed,
S62,Fracture at wrist and hand level,category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,true,false,true,false,,,,unreviewed,
S62.0,Fracture of navicular [scaphoid] bone of hand,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.1,Fracture of other carpal bone(s),category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.2,Fracture of first metacarpal bone,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.3,Fracture of other metacarpal bone,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.4,Multiple fractures of metacarpal bones,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.5,Fracture of thumb,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.6,Fracture of other finger,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.7,Multiple fractures of fingers,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S62.8,Fracture of other and unspecified parts of wrist and hand,category,detailed_code,S62,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S62,Fracture at wrist and hand level,false,true,false,true,,,,unreviewed,
S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",true,false,true,false,,,,unreviewed,
S63.0,Dislocation of wrist,category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S63.1,Dislocation of finger,category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S63.2,Multiple dislocations of fingers,category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S63.3,Traumatic rupture of ligament of wrist and carpus,category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S63.4,Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s),category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S63.5,Sprain and strain of wrist,category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S63.6,Sprain and strain of finger(s),category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S63.7,Sprain and strain of other and unspecified parts of hand,category,detailed_code,S63,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",false,true,false,true,,,,unreviewed,
S64,Injury of nerves at wrist and hand level,category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,true,false,true,false,,,,unreviewed,
S64.0,Injury of ulnar nerve at wrist and hand level,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S64.1,Injury of median nerve at wrist and hand level,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S64.2,Injury of radial nerve at wrist and hand level,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S64.3,Injury of digital nerve of thumb,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S64.4,Injury of digital nerve of other finger,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S64.7,Injury of multiple nerves at wrist and hand level,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S64.8,Injury of other nerves at wrist and hand level,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S64.9,Injury of unspecified nerve at wrist and hand level,category,detailed_code,S64,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S64,Injury of nerves at wrist and hand level,false,true,false,true,,,,unreviewed,
S65,Injury of blood vessels at wrist and hand level,category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,true,false,true,false,,,,unreviewed,
S65.0,Injury of ulnar artery at wrist and hand level,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.1,Injury of radial artery at wrist and hand level,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.2,Injury of superficial palmar arch,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.3,Injury of deep palmar arch,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.4,Injury of blood vessel(s) of thumb,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.5,Injury of blood vessel(s) of other finger,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.7,Injury of multiple blood vessels at wrist and hand level,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.8,Injury of other blood vessels at wrist and hand level,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S65.9,Injury of unspecified blood vessel at wrist and hand level,category,detailed_code,S65,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S65,Injury of blood vessels at wrist and hand level,false,true,false,true,,,,unreviewed,
S66,Injury of muscle and tendon at wrist and hand level,category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,true,false,true,false,,,,unreviewed,
S66.0,Injury of long flexor muscle and tendon of thumb at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.1,Injury of flexor muscle and tendon of other finger at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.2,Injury of extensor muscle and tendon of thumb at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.3,Injury of extensor muscle and tendon of other finger at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.4,Injury of intrinsic muscle and tendon of thumb at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.5,Injury of intrinsic muscle and tendon of other finger at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.6,Injury of multiple flexor muscles and tendons at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.7,Injury of multiple extensor muscles and tendons at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.8,Injury of other muscles and tendons at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S66.9,Injury of unspecified muscle and tendon at wrist and hand level,category,detailed_code,S66,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S66,Injury of muscle and tendon at wrist and hand level,false,true,false,true,,,,unreviewed,
S67,Crushing injury of wrist and hand,category,three_character,S60-S69,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S67,Crushing injury of wrist and hand,true,false,true,false,,,,unreviewed,
S67.0,Crushing injury of thumb and other finger(s),category,detailed_code,S67,XIX,"Injury, poisoning and certain other consequences of external causes",S60-S69,Injuries to the wrist and hand,S67,Crushing injury of wrist and hand,false,true,false,true,,,,unreviewed,
