code,title,chapter_no,selectable,sex,age,rule,restriction_rule,residual,leaf,flags
QB63.0,Presence of transplanted kidney,24,no,,,excluded_chapter,,no,yes,
QB63.1,Presence of transplanted heart,24,no,,,excluded_chapter,,no,yes,
QB63.2,Presence of transplanted lung,24,no,,,excluded_chapter,,no,yes,
QB63.3,Presence of transplanted liver,24,no,,,excluded_chapter,,no,yes,
QB63.4,Presence of transplanted skin,24,no,,,excluded_chapter,,no,yes,
QB63.5,Presence of transplanted bone,24,no,,,excluded_chapter,,no,yes,
QB63.6,Presence of transplanted bone marrow,24,no,,,excluded_chapter,,no,yes,
QB63.7,Presence of transfused blood,24,no,,,excluded_chapter,,no,yes,
QB63.8,Presence of transplanted stem cell,24,no,,,excluded_chapter,,no,yes,
QB63.9,Presence of transplanted cornea,24,no,,,excluded_chapter,,no,yes,
QB63.Y,Presence of other transplanted organ or tissue,24,no,,,excluded_chapter,,yes,yes,
QB63.Z,"Presence of transplanted organ or tissue, unspecified",24,no,,,excluded_chapter,,yes,yes,
QB6Y,Other specified surgical or postsurgical states,24,no,,,excluded_chapter,,yes,yes,
QB6Z,"Surgical or postsurgical states, unspecified",24,no,,,excluded_chapter,,yes,yes,
QB70,Convalescence following chemotherapy,24,no,,,excluded_chapter,,no,yes,
QB71,Convalescence following psychotherapy,24,no,,,excluded_chapter,,no,yes,
QB72,Convalescence following treatment of fracture,24,no,,,excluded_chapter,,no,yes,
QB73,Convalescence following combined treatment,24,no,,,excluded_chapter,,no,yes,
QB7Y,Other specified convalescence,24,no,,,excluded_chapter,,yes,yes,
QB7Z,"Convalescence, unspecified",24,no,,,excluded_chapter,,yes,yes,
QB80,Contact with health services for prophylactic surgery,24,no,,,excluded_chapter,,no,no,
QB80.0,Contact with health services for prophylactic surgery for risk-factors related to malignant neoplasms,24,no,,,excluded_chapter,,no,yes,
QB80.Y,Other specified contact with health services for prophylactic surgery,24,no,,,excluded_chapter,,yes,yes,
QB80.Z,"Contact with health services for prophylactic surgery, unspecified",24,no,,,excluded_chapter,,yes,yes,
QB81,Contact with health services for plastic surgery for unacceptable cosmetic appearance other than hair transplant,24,no,,,excluded_chapter,,no,yes,
QB82,Contact with health services for routine or ritual circumcision,24,no,,,excluded_chapter,,no,yes,
QB83,Follow-up care involving plastic surgery,24,no,,,excluded_chapter,,no,yes,
QB84,Follow-up care involving removal of fracture plate or other internal fixation device,24,no,,,excluded_chapter,,no,yes,
QB85,"Attention to surgical dressings, drains or sutures",24,no,,,excluded_chapter,,no,yes,
QB86,Contact with health services for hair transplant,24,no,,,excluded_chapter,,no,yes,
QB8Y,Contact with health services for other specified surgical interventions,24,no,,,excluded_chapter,,yes,yes,
QB8Z,"Contact with health services for specific surgical interventions, unspecified",24,no,,,excluded_chapter,,yes,yes,
QB90,Contact with health services for ear piercing,24,no,,,excluded_chapter,,no,yes,
QB91,Contact with health services for piercing of body site other than ear,24,no,,,excluded_chapter,,no,yes,
QB92,Contact with health services for issue of repeat prescription,24,no,,,excluded_chapter,,no,yes,
QB93,Contact with health services for orthodontic care,24,no,,,excluded_chapter,,no,yes,
QB94,Care involving dialysis,24,no,,,excluded_chapter,,no,no,
QB94.0,Preparatory care for dialysis,24,no,,,excluded_chapter,,no,yes,
QB94.1,Care involving extracorporeal dialysis,24,no,,,excluded_chapter,,no,yes,
QB94.2,Care involving peritoneal dialysis,24,no,,,excluded_chapter,,no,yes,
QB94.Y,Care involving other specified dialysis,24,no,,,excluded_chapter,,yes,yes,
QB94.Z,"Care involving dialysis, unspecified",24,no,,,excluded_chapter,,yes,yes,
QB95,Care involving use of rehabilitation procedures,24,no,,,excluded_chapter,,no,no,
QB95.0,Contact with health services for care involving use of cardiac rehabilitation,24,no,,,excluded_chapter,,no,yes,
QB95.1,Contact with health services for care involving use of physical rehabilitation,24,no,,,excluded_chapter,,no,yes,
QB95.2,Contact with health services for care involving use of alcohol rehabilitation,24,no,,,excluded_chapter,,no,yes,
QB95.3,Contact with health services for care involving use of drug rehabilitation,24,no,,,excluded_chapter,,no,yes,
QB95.4,Contact with health services for care involving use of psychotherapy,24,no,,,excluded_chapter,,no,yes,
QB95.5,Contact with health services for care involving use of speech therapy,24,no,,,excluded_chapter,,no,yes,
QB95.6,Contact with health services for care involving use of orthoptic training,24,no,,,excluded_chapter,,no,yes,
QB95.7,Contact with health services for care involving use of occupational therapy or vocational rehabilitation,24,no,,,excluded_chapter,,no,yes,
QB95.8,Contact with health services for care involving use of tobacco rehabilitation,24,no,,,excluded_chapter,,no,yes,
QB95.Y,Care involving use of other specified rehabilitation procedures,24,no,,,excluded_chapter,,yes,yes,
QB95.Z,"Care involving use of rehabilitation procedures, unspecified",24,no,,,excluded_chapter,,yes,yes,
QB96,Contact with health services for radiotherapy session,24,no,,,excluded_chapter,,no,yes,
QB97,Contact with health services for chemotherapy session for neoplasm,24,no,,,excluded_chapter,,no,yes,
QB98,Blood transfusion without reported diagnosis,24,no,,,excluded_chapter,,no,yes,
QB99,Apheresis,24,no,,,excluded_chapter,,no,yes,
QB9A,Preparatory care for subsequent treatment,24,no,,,excluded_chapter,,no,yes,
QB9B,Palliative care,24,no,,,excluded_chapter,,no,yes,
QB9C,Allergen immunotherapy,24,no,,,excluded_chapter,,no,yes,
QB9Y,Other specified contact with health services for nonsurgical interventions not involving devices,24,no,,,excluded_chapter,,yes,yes,
QB9Z,"Contact with health services for nonsurgical interventions not involving devices, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC00,Need for immunization against single bacterial diseases,24,no,,,excluded_chapter,,no,no,
QC00.0,Need for immunization against cholera alone,24,no,,,excluded_chapter,,no,yes,
QC00.1,Need for immunization against typhoid-paratyphoid alone,24,no,,,excluded_chapter,,no,yes,
QC00.2,Need for immunization against tuberculosis,24,no,,,excluded_chapter,,no,yes,
QC00.3,Need for immunization against plague,24,no,,,excluded_chapter,,no,yes,
QC00.4,Need for immunization against tularaemia,24,no,,,excluded_chapter,,no,yes,
QC00.5,Need for immunization against tetanus alone,24,no,,,excluded_chapter,,no,yes,
QC00.6,Need for immunization against diphtheria alone,24,no,,,excluded_chapter,,no,yes,
QC00.7,Need for immunization against pertussis alone,24,no,,,excluded_chapter,,no,yes,
QC00.Y,Other specified need for immunization against single bacterial diseases,24,no,,,excluded_chapter,,yes,yes,
QC00.Z,"Need for immunization against single bacterial diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC01,Need for immunization against certain single viral diseases,24,no,,,excluded_chapter,,no,no,
QC01.0,Need for immunization against poliomyelitis,24,no,,,excluded_chapter,,no,yes,
QC01.1,Need for immunization against arthropod-borne viral encephalitis,24,no,,,excluded_chapter,,no,yes,
QC01.2,Need for immunization against rabies,24,no,,,excluded_chapter,,no,yes,
QC01.3,Need for immunization against yellow fever,24,no,,,excluded_chapter,,no,yes,
QC01.4,Need for immunization against measles alone,24,no,,,excluded_chapter,,no,yes,
QC01.5,Need for immunization against rubella alone,24,no,,,excluded_chapter,,no,yes,
QC01.6,Need for immunization against viral hepatitis,24,no,,,excluded_chapter,,no,yes,
QC01.7,Need for immunization against mumps alone,24,no,,,excluded_chapter,,no,yes,
QC01.8,Need for immunization against influenza,24,no,,,excluded_chapter,,no,yes,
QC01.9,Need for immunization against COVID-19,24,no,,,excluded_chapter,,no,yes,
QC01.Y,Other specified need for immunization against certain single viral diseases,24,no,,,excluded_chapter,,yes,yes,
QC01.Z,"Need for immunization against certain single viral diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC02,Need for immunization against certain specified single infectious diseases,24,no,,,excluded_chapter,,no,no,
QC02.0,Need for immunization against leishmaniasis,24,no,,,excluded_chapter,,no,yes,
QC02.Y,Other specified need for immunization against certain specified single infectious diseases,24,no,,,excluded_chapter,,yes,yes,
QC02.Z,"Need for immunization against certain specified single infectious diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC03,Need for immunization against combinations of infectious diseases,24,no,,,excluded_chapter,,no,no,
QC03.0,Need for immunization against cholera with typhoid-paratyphoid,24,no,,,excluded_chapter,,no,yes,
QC03.1,"Need for immunization against diphtheria-tetanus-pertussis, combined",24,no,,,excluded_chapter,,no,yes,
QC03.2,Need for immunization against diphtheria-tetanus-pertussis with typhoid-paratyphoid,24,no,,,excluded_chapter,,no,yes,
QC03.3,Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis,24,no,,,excluded_chapter,,no,yes,
QC03.4,Need for immunization against measles-mumps-rubella,24,no,,,excluded_chapter,,no,yes,
QC03.Y,Other specified need for immunization against combinations of infectious diseases,24,no,,,excluded_chapter,,yes,yes,
QC03.Z,"Need for immunization against combinations of infectious diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC04,Immunization not carried out,24,no,,,excluded_chapter,,no,no,
QC04.0,Immunization not carried out due to patient having had the disease,24,no,,,excluded_chapter,,no,yes,
QC04.1,Immunization not carried out because of acute illness,24,no,,,excluded_chapter,,no,yes,
QC04.2,Immunization not carried out because of chronic illness or condition of patient,24,no,,,excluded_chapter,,no,yes,
QC04.3,Immunization not carried out because of immune-compromised state of patient,24,no,,,excluded_chapter,,no,yes,
QC04.4,Immunization not carried out because of patient allergy to vaccine or component,24,no,,,excluded_chapter,,no,yes,
QC04.5,Immunization not carried out because of patient refusal,24,no,,,excluded_chapter,,no,yes,
QC04.6,Immunization not carried out because of caregiver refusal,24,no,,,excluded_chapter,,no,yes,
QC04.7,Immunization not carried out due to lack of availability,24,no,,,excluded_chapter,,no,yes,
QC04.Y,Immunization not carried out for other reasons,24,no,,,excluded_chapter,,yes,yes,
QC04.Z,Immunization not carried out for unspecified reason,24,no,,,excluded_chapter,,yes,yes,
QC05,Need for certain specified other prophylactic measures,24,no,,,excluded_chapter,,no,no,
QC05.0,Isolation,24,no,,,excluded_chapter,,no,yes,
QC05.1,Prophylactic immunotherapy,24,no,,,excluded_chapter,,no,yes,
QC05.Y,Other specified prophylactic measures,24,no,,,excluded_chapter,,yes,yes,
QC05.Z,"Prophylactic measures, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC06,Underimmunization status,24,no,,,excluded_chapter,,no,yes,
QC0Y,Other specified contact with health services for immunizations or certain other prophylactic measures,24,no,,,excluded_chapter,,yes,yes,
QC0Z,"Contact with health services for immunizations or certain other prophylactic measures, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC10,Procedure not carried out because of contraindication,24,no,,,excluded_chapter,,no,yes,
QC11,Procedure not carried out because of patient's decision for reasons of belief or group pressure,24,no,,,excluded_chapter,,no,yes,
QC12,Procedure not carried out because of patient's decision for reasons other than belief or group pressure,24,no,,,excluded_chapter,,no,yes,
QC1Y,Intervention not carried out for other reasons,24,no,,,excluded_chapter,,yes,yes,
QC1Z,"Intervention not carried out, unspecified reason",24,no,,,excluded_chapter,,yes,yes,
QC20,Person consulting on behalf of another person,24,no,,,excluded_chapter,,no,no,
QC20.0,Partner illness problem,24,no,,,excluded_chapter,,no,yes,
QC20.1,Illness problem with child,24,no,,,excluded_chapter,,no,yes,
QC20.Y,Other specified person consulting on behalf of another person,24,no,,,excluded_chapter,,yes,yes,
QC20.Z,"Person consulting on behalf of another person, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC21,Healthy person accompanying sick person,24,no,,,excluded_chapter,,no,yes,
QC22,Health supervision or care of abandoned infant,24,no,,,excluded_chapter,,no,yes,
QC2Y,Other specified contact with health services for the health of others,24,no,,,excluded_chapter,,yes,yes,
QC2Z,"Contact with health services for the health of others, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC30,Malingering,24,no,,,excluded_chapter,,no,yes,
QC40,Personal history of malignant neoplasm,24,no,,,excluded_chapter,,no,no,
QC40.0,Personal history of malignant neoplasm of digestive organs,24,no,,,excluded_chapter,,no,yes,
QC40.1,"Personal history of malignant neoplasm of trachea, bronchus or lung",24,no,,,excluded_chapter,,no,yes,
QC40.2,"Personal history of malignant neoplasm of respiratory or intrathoracic organs other than the digestive organs, trachea, bronchus or lung",24,no,,,excluded_chapter,,no,yes,
QC40.3,Personal history of malignant neoplasm of breast,24,no,,,excluded_chapter,,no,yes,
QC40.4,Personal history of malignant neoplasm of genital organs,24,no,,,excluded_chapter,,no,yes,
QC40.5,Personal history of malignant neoplasm of urinary tract,24,no,,,excluded_chapter,,no,yes,
QC40.6,Personal history of leukaemia,24,no,,,excluded_chapter,,no,yes,
QC40.7,"Personal history of other malignant neoplasms of lymphoid, haematopoietic or related tissues",24,no,,,excluded_chapter,,no,yes,
QC40.Y,Personal history of malignant neoplasm of other specified site,24,no,,,excluded_chapter,,yes,yes,
QC40.Z,Personal history of malignant neoplasm of unspecified site,24,no,,,excluded_chapter,,yes,yes,
QC41,Personal history of non-malignant neoplasms,24,no,,,excluded_chapter,,no,yes,
QC42,Personal history of infectious or parasitic diseases,24,no,,,excluded_chapter,,no,no,
QC42.0,Personal history of COVID-19,24,no,,,excluded_chapter,,no,yes,
QC42.Y,Other specified personal history of infectious or parasitic diseases,24,no,,,excluded_chapter,,yes,yes,
QC42.Z,"Personal history of infectious or parasitic diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC43,Personal history of diseases of the blood or blood-forming organs,24,no,,,excluded_chapter,,no,yes,
QC44,Personal history of diseases of the immune system,24,no,,,excluded_chapter,,no,no,
QC44.0,Personal history of anaphylaxis,24,no,,,excluded_chapter,,no,yes,
QC44.1,Personal history of food-induced allergy or hypersensitivity,24,no,,,excluded_chapter,,no,yes,
QC44.2,"Personal history of allergy to drugs, medicaments or biological substances",24,no,,,excluded_chapter,,no,yes,
QC44.3,"Personal history of allergy, other than to drugs or biological substances",24,no,,,excluded_chapter,,no,yes,
QC44.Y,Other specified personal history of diseases of the immune system,24,no,,,excluded_chapter,,yes,yes,
QC44.Z,"Personal history of diseases of the immune system, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC45,"Personal history of endocrine, nutritional or metabolic diseases",24,no,,,excluded_chapter,,no,yes,
QC46,Personal history of mental or behavioural disorder,24,no,,,excluded_chapter,,no,yes,
QC47,Personal history of diseases of the nervous system or sense organs,24,no,,,excluded_chapter,,no,yes,
QC48,Personal history of medical treatment,24,no,,,excluded_chapter,,no,no,
QC48.0,Personal history of long-term use of anticoagulants,24,no,,,excluded_chapter,,no,yes,
QC48.Y,Other specified personal history of medical treatment,24,no,,,excluded_chapter,,yes,yes,
QC48.Z,"Personal history of medical treatment, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC49,Personal history of noncompliance with medical treatment or regimen,24,no,,,excluded_chapter,,no,yes,
QC4A,Personal history of poor personal hygiene,24,no,,,excluded_chapter,,no,yes,
QC4B,Personal history of self-harm,24,no,,,excluded_chapter,,no,yes,
QC4Y,Personal history of other specified health problems,24,no,,,excluded_chapter,,yes,yes,
QC4Z,"Personal history of health problems, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC50,"Late effect of prior health problem, not elsewhere classified",24,no,,,excluded_chapter,,no,yes,
QC60,Family history of infectious diseases,24,no,,,excluded_chapter,,no,yes,
QC61,Family history of malignant neoplasm,24,no,,,excluded_chapter,,no,no,
QC61.0,Family history of malignant neoplasm of digestive organs,24,no,,,excluded_chapter,,no,yes,
QC61.1,"Family history of malignant neoplasm of trachea, bronchus or lung",24,no,,,excluded_chapter,,no,yes,
QC61.2,"Family history of malignant neoplasm of respiratory or intrathoracic organs other than digestive organs, trachea, bronchus or lung",24,no,,,excluded_chapter,,no,yes,
QC61.3,Family history of malignant neoplasm of breast,24,no,,,excluded_chapter,,no,yes,
QC61.4,Family history of malignant neoplasm of genital organs,24,no,,,excluded_chapter,,no,yes,
QC61.5,Family history of malignant neoplasm of urinary tract,24,no,,,excluded_chapter,,no,yes,
QC61.6,Family history of leukaemia,24,no,,,excluded_chapter,,no,yes,
QC61.7,"Family history of malignant neoplasms of lymphoid, haematopoietic or related tissues",24,no,,,excluded_chapter,,no,yes,
QC61.Y,Other specified family history of malignant neoplasm,24,no,,,excluded_chapter,,yes,yes,
QC61.Z,"Family history of malignant neoplasm, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC62,Family history of diseases of the blood or blood-forming organs,24,no,,,excluded_chapter,,no,yes,
QC63,Family history of disorders involving the immune mechanism,24,no,,,excluded_chapter,,no,yes,
QC64,"Family history of endocrine, nutritional or metabolic diseases",24,no,,,excluded_chapter,,no,no,
QC64.0,Family history of diabetes mellitus,24,no,,,excluded_chapter,,no,yes,
QC64.Y,"Other specified family history of endocrine, nutritional or metabolic diseases",24,no,,,excluded_chapter,,yes,yes,
QC64.Z,"Family history of endocrine, nutritional or metabolic diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC65,Family history of mental or behavioural disorder,24,no,,,excluded_chapter,,no,yes,
QC66,Family history of eye or ear disorders,24,no,,,excluded_chapter,,no,yes,
QC67,Family history of ischaemic heart disease or other diseases of the circulatory system,24,no,,,excluded_chapter,,no,yes,
QC68,Family history of consanguinity,24,no,,,excluded_chapter,,no,yes,
QC69,Family history of stroke,24,no,,,excluded_chapter,,no,yes,
QC6Y,Family history of other specified health problems,24,no,,,excluded_chapter,,yes,yes,
QC6Z,"Family history of health problems, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC8Y,Other specified personal or family history or late effect of prior health problems,24,no,,,excluded_chapter,,yes,yes,
QC8Z,"Personal or family history or late effect of prior health problems, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC90,Contact with or exposure to communicable diseases,24,no,,,excluded_chapter,,no,no,
QC90.0,Contact with or exposure to intestinal infectious diseases,24,no,,,excluded_chapter,,no,no,
QC90.00,Exposure to cholera,24,no,,,excluded_chapter,,no,yes,
QC90.0Y,Other specified contact with or exposure to intestinal infectious diseases,24,no,,,excluded_chapter,,yes,yes,
QC90.0Z,"Contact with or exposure to intestinal infectious diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QC90.1,Contact with or exposure to tuberculosis,24,no,,,excluded_chapter,,no,yes,
QC90.2,Contact with or exposure to infections with a predominantly sexual mode of transmission,24,no,,,excluded_chapter,,no,yes,
QC90.3,Contact with or exposure to rabies,24,no,,,excluded_chapter,,no,yes,
QC90.4,Contact with or exposure to rubella,24,no,,,excluded_chapter,,no,yes,
QC90.5,Contact with or exposure to viral hepatitis,24,no,,,excluded_chapter,,no,yes,
QC90.6,Contact with or exposure to human immunodeficiency virus,24,no,,,excluded_chapter,,no,yes,
QC90.7,"Contact with or exposure to pediculosis, acariasis or other infestations",24,no,,,excluded_chapter,,no,yes,
QC90.Y,Contact with or exposure to other specified communicable diseases,24,no,,,excluded_chapter,,yes,yes,
QC90.Z,"Contact with or exposure to communicable diseases, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD00,Carrier of salmonella typhi,24,no,,,excluded_chapter,,no,yes,
QD01,Carrier of intestinal infectious agents,24,no,,,excluded_chapter,,no,no,
QD01.0,Asymptomatic enteric carriage of Entamoeba,24,no,,,excluded_chapter,,no,yes,
QD01.Y,Other specified carrier of intestinal infectious agents,24,no,,,excluded_chapter,,yes,yes,
QD01.Z,"Carrier of intestinal infectious agents, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD02,Carrier of corynebacterium diphtheriae,24,no,,,excluded_chapter,,no,yes,
QD03,Carrier of infectious agents with a predominantly sexual mode of transmission,24,no,,,excluded_chapter,,no,yes,
QD04,Asymptomatic colonization of the skin by virulent or therapy resistant bacteria,24,no,,,excluded_chapter,,no,yes,
QD0Y,Carrier of other specified infectious disease agent,24,no,,,excluded_chapter,,yes,yes,
QD0Z,"Carrier of infectious disease agent, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD2Y,Other specified health status associated with infectious or certain specified conditions,24,no,,,excluded_chapter,,yes,yes,
QD2Z,Unspecified health status associated with infectious or certain specified conditions,24,no,,,excluded_chapter,,yes,yes,
QD30,Concern about breast appearance,24,no,,,excluded_chapter,,no,yes,
QD31,Contact with health services for concerns about body image related to pregnancy,24,no,,,excluded_chapter,,no,yes,
QD3Y,Other specified concern about body appearance,24,no,,,excluded_chapter,,yes,yes,
QD3Z,"Concern about body appearance, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD50,Poverty,24,no,,,excluded_chapter,,no,yes,
QD51,Low income,24,no,,,excluded_chapter,,no,yes,
QD5Y,Other specified problems associated with finances,24,no,,,excluded_chapter,,yes,yes,
QD5Z,"Problems associated with finances, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD60,Problems associated with inadequate drinking-water,24,no,,,excluded_chapter,,no,yes,
QD61,Inadequate food,24,no,,,excluded_chapter,,no,yes,
QD6Z,"Problems associated with drinking water or nutrition, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD70,Problems associated with the natural environment or human-made changes to the environment,24,no,,,excluded_chapter,,no,no,
QD70.0,Problems associated with exposure to noise,24,no,,,excluded_chapter,,no,yes,
QD70.1,Problems associated with exposure to air pollution,24,no,,,excluded_chapter,,no,yes,
QD70.2,Problems associated with exposure to water pollution,24,no,,,excluded_chapter,,no,yes,
QD70.3,Problems associated with exposure to soil pollution,24,no,,,excluded_chapter,,no,yes,
QD70.4,Problems associated with exposure to radiation,24,no,,,excluded_chapter,,no,yes,
QD70.5,Problems associated with exposure to tobacco smoke,24,no,,,excluded_chapter,,no,yes,
QD70.6,Problems associated with inadequate access to electricity,24,no,,,excluded_chapter,,no,yes,
QD70.Z,"Problems associated with the natural environment or human-made changes to the environment, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD71,Problems associated with housing,24,no,,,excluded_chapter,,no,no,
QD71.0,Homelessness,24,no,,,excluded_chapter,,no,yes,
QD71.1,Inadequate housing,24,no,,,excluded_chapter,,no,yes,
QD71.2,Problems related to living in residential institution,24,no,,,excluded_chapter,,no,yes,
QD71.Z,"Problems associated with housing, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD7Y,Other specified problems associated with the environment,24,no,,,excluded_chapter,,yes,yes,
QD7Z,"Problems associated with the environment, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD80,Problem associated with unemployment,24,no,,,excluded_chapter,,no,yes,
QD81,Problem associated with change of job,24,no,,,excluded_chapter,,no,yes,
QD82,Problem associated with threat of job loss,24,no,,,excluded_chapter,,no,yes,
QD83,Problem with employment conditions,24,no,,,excluded_chapter,,no,no,
QD83.0,Problem associated with uncongenial work,24,no,,,excluded_chapter,,no,yes,
QD83.1,Problem associated with stressful work schedule,24,no,,,excluded_chapter,,no,yes,
QD83.Y,Other specified problem with employment conditions,24,no,,,excluded_chapter,,yes,yes,
QD83.Z,"Problem with employment conditions, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD84,Occupational exposure to risk-factors,24,no,,,excluded_chapter,,no,no,
QD84.0,Occupational exposure to dust,24,no,,,excluded_chapter,,no,yes,
QD84.1,Occupational exposure to toxic agents in agriculture,24,no,,,excluded_chapter,,no,yes,
QD84.2,Occupational exposure to toxic agents in industries other than agriculture,24,no,,,excluded_chapter,,no,yes,
QD84.3,Occupational exposure to vibration,24,no,,,excluded_chapter,,no,yes,
QD84.4,Occupational exposure to ergonomic risk,24,no,,,excluded_chapter,,no,yes,
QD84.Y,Other specified occupational exposure to risk-factors,24,no,,,excluded_chapter,,yes,yes,
QD84.Z,"Occupational exposure to risk-factors, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD85,Burnout,24,no,,,excluded_chapter,,no,yes,
QD8Y,Other specified problems associated with employment or unemployment,24,no,,,excluded_chapter,,yes,yes,
QD8Z,"Problems associated with employment or unemployment, unspecified",24,no,,,excluded_chapter,,yes,yes,
QD90,Problem associated with illiteracy or low-level literacy,24,no,,,excluded_chapter,,no,yes,
QD91,Problem associated with education unavailable or unattainable,24,no,,,excluded_chapter,,no,yes,
QD92,Problem with educational progress,24,no,,,excluded_chapter,,no,yes,
QD9Y,Other specified problems associated with education,24,no,,,excluded_chapter,,yes,yes,
QD9Z,"Problems associated with education, unspecified",24,no,,,excluded_chapter,,yes,yes,
QE00,Acculturation difficulty,24,no,,,excluded_chapter,,no,yes,
QE01,"Stress, not elsewhere classified",24,no,,,excluded_chapter,,no,yes,
QE02,Social role conflict,24,no,,,excluded_chapter,,no,yes,
QE03,Social exclusion or rejection,24,no,,,excluded_chapter,,no,yes,
QE04,Target of perceived adverse discrimination or persecution,24,no,,,excluded_chapter,,no,yes,
QE0Y,Other specified problems associated with social or cultural environment,24,no,,,excluded_chapter,,yes,yes,
QE0Z,"Problems associated with social or cultural environment, unspecified",24,no,,,excluded_chapter,,yes,yes,
QE10,Hazardous alcohol use,24,no,,,excluded_chapter,,no,yes,
QE11,Hazardous drug use,24,no,,,excluded_chapter,,no,no,
QE11.0,Hazardous use of opioids,24,no,,,excluded_chapter,,no,yes,
QE11.1,Hazardous use of cannabis,24,no,,,excluded_chapter,,no,yes,
QE11.2,"Hazardous use of sedatives, hypnotics or anxiolytics",24,no,,,excluded_chapter,,no,yes,
QE11.3,Hazardous use of cocaine,24,no,,,excluded_chapter,,no,yes,
QE11.4,Hazardous use of stimulants including amphetamines or methamphetamine,24,no,,,excluded_chapter,,no,yes,
QE11.5,Hazardous use of caffeine,24,no,,,excluded_chapter,,no,yes,
QE11.6,Hazardous use of MDMA or related drugs,24,no,,,excluded_chapter,,no,yes,
QE11.7,Hazardous use of dissociative drugs including ketamine or PCP,24,no,,,excluded_chapter,,no,yes,
QE11.8,Hazardous use of other specified psychoactive substances,24,no,,,excluded_chapter,,no,yes,
QE11.9,Hazardous use of unknown or unspecified psychoactive substances,24,no,,,excluded_chapter,,no,yes,
QE11.Y,Other specified hazardous drug use,24,no,,,excluded_chapter,,yes,yes,
QE11.Z,"Hazardous drug use, unspecified",24,no,,,excluded_chapter,,yes,yes,
QE12,Hazardous nicotine use,24,no,,,excluded_chapter,,no,yes,
QE13,Tobacco use,24,no,,,excluded_chapter,,no,yes,
QE1Y,Other specified hazardous substance use,24,no,,,excluded_chapter,,yes,yes,
QE1Z,"Hazardous substance use, unspecified",24,no,,,excluded_chapter,,yes,yes,
QE20,Lack of physical exercise,24,no,,,excluded_chapter,,no,yes,
QE21,Hazardous gambling or betting,24,no,,,excluded_chapter,,no,yes,
QE22,Hazardous gaming,24,no,,,excluded_chapter,,no,yes,
QE23,Problems with inappropriate diet or eating habits,24,no,,,excluded_chapter,,no,yes,
QE24,Problems with hygiene behaviours,24,no,,,excluded_chapter,,no,yes,
QE25,Problems with oral health behaviours,24,no,,,excluded_chapter,,no,yes,
QE26,Problem with sun exposure behaviour,24,no,,,excluded_chapter,,no,yes,
QE27,Problem with behaviours related to psychological health or wellbeing,24,no,,,excluded_chapter,,no,yes,
QE28,Problem with health literacy,24,no,,,excluded_chapter,,no,yes,
QE2Y,Problems with other specified health-related behaviours,24,no,,,excluded_chapter,,yes,yes,
QE2Z,"Problem with health-related behaviours, unspecified",24,no,,,excluded_chapter,,yes,yes,
QE30,Insufficient social insurance support,24,no,,,excluded_chapter,,no,no,
QE30.0,"Insufficient social insurance support, aged",24,no,,,excluded_chapter,,no,yes,
QE30.1,"Insufficient social insurance support, disability",24,no,,,excluded_chapter,,no,yes,
QE30.2,"Insufficient social insurance support, unemployment",24,no,,,excluded_chapter,,no,yes,
QE30.3,"Insufficient social insurance support, family support",24,no,,,excluded_chapter,,no,yes,
QE30.Z,"Insufficient social insurance support, unspecified",24,no,,,excluded_chapter,,yes,yes,
QE31,Insufficient social welfare support,24,no,,,excluded_chapter,,no,no,
QE31.0,"Insufficient social welfare support, child protection",24,no,,,excluded_chapter,,no,yes,
QE31.1,"Insufficient social welfare support, protection against domestic violence",24,no,,,excluded_chapter,,no,yes,
QE31.2,"Insufficient social welfare support, protection against homelessness",24,no,,,excluded_chapter,,no,yes,
QE31.3,"Insufficient social welfare support, post prison services",24,no,,,excluded_chapter,,no,yes,
